friendship	92
how	90
way	90
chairman	89
necessary	89
exchanges	89
level	88
represents	87
wto	86
measures	86
departments	86
promote	86
means	85
fundamental	85
socialist	85
systems	84
period	84
basic	84
speech	84
motherland	83
growth	83
management	83
rongji	83
progress	83
minister	82
toward	82
power	82
practice	82
making	82
promoting	81
take	81
just	80
part	80
forward	80
scientific	78
air	78
quality	78
peaceful	78
recent	77
wang	77
large	77
relevant	76
army	76
missile	76
could	75
strong	75
investment	75
nation	75
cannot	75
chen	75
modernization	75
understanding	75
environment	74
society	74
put	74
levels	74
general	74
stressed	74
times	74
those	74
fully	73
number	73
attention	73
peng	73
high	73
each	73
question	73
council	72
control	72
basis	72
ties	72
improve	71
you	71
policies	71
supervision	71
tibet	71
mutual	71
among	71
dprk	71
developed	70
opening	70
views	70
construction	70
down	70
article	69
whether	69
billion	69
secretary	69
sinous	69
second	68
increase	68
historical	68
another	67
leadership	67
regional	67
personnel	67
following	66
science	66
process	66
administration	66
training	66
office	66
including	66
japanese	66
him	66
weapons	65
end	65
onechina	65
come	65
certain	65
special	64
yuan	64
npc	64
change	64
leading	63
key	63
ideological	63
exchange	63
set	63
legal	63
before	62
resources	62
therefore	62
results	62
study	62
again	62
cause	62
day	61
different	61
report	61
premier	61
concerned	61
without	60
industry	60
although	60
serious	60
fiveyear	60
five	59
carry	59
hope	59
positive	59
theory	59
does	59
fields	59
conference	59
water	58
struggle	58
see	58
achievements	58
arms	58
organizations	58
nations	58
cultural	58
overall	58
course	57
strategy	57
news	57
changes	57
along	57
technological	56
leader	56
diplomatic	56
spirit	56
problem	55
sovereignty	55
lee	55
play	55
un	55
hold	55
matter	55
strait	55
did	55
already	55
south	54
position	54
india	54
established	54
main	53
space	53
city	53
thinking	53
rural	53
asia	53
media	53
units	53
maintain	52
point	52
never	52
clinton	52
effective	52
whole	52
action	52
strengthening	52
fact	52
advanced	52
incident	52
research	51
direct	51
full	51
task	51
help	51
hard	51
life	51
member	51
officials	51
masses	51
hu	51
shanghai	51
ago	50
believe	50
things	50
domestic	50
need	50
organization	50
right	50
reached	50
official	50
stand	49
armed	49
open	49
operations	49
standing	49
difficult	49
summit	49
shuibian	49
foundation	49
nmd	49
delegation	48
agreement	48
vice	48
group	48
adopted	48
understand	48
reporter	47
every	47
big	47
line	47
democratic	47
implement	47
circles	47
visited	47
election	47
like	46
agricultural	46
third	46
her	46
total	46
cooperative	46
shall	46
structure	46
carried	46
exercise	46
zhang	46
impact	46
reason	46
your	46
strength	46
russian	45
far	45
result	45
million	45
give	45
regulations	45
local	45
session	45
implementation	45
given	45
establishment	44
themselves	44
build	44
department	44
possible	44
requirements	44
early	44
responsibility	44
peoples	44
equipment	44
trend	44
taking	44
laws	44
decision	44
able	44
west	44
dialogue	44
treaty	44
project	43
here	43
asked	43
ensure	43
achieved	43
better	43
significance	43
facts	43
higher	43
tasks	43
tenghui	43
characteristics	43
once	43
congress	43
nature	43
working	43
production	42
act	42
capital	42
ministry	42
thus	42
asian	42
organs	42
socialism	42
several	42
achieve	42
wei	42
globalization	42
willing	42
plane	42
stage	42
modern	41
qian	41
correct	41
relationship	41
recently	41
few	41
responsible	41
provide	41
deputy	41
opportunities	41
forum	41
parties	41
especially	41
east	41
nuclear	40
regard	40
series	40
global	40
concern	40
small	40
competition	40
business	40
bring	40
july	40
then	40
reports	40
taken	40
face	40
within	40
met	40
half	39
realize	39
success	39
indicated	39
greater	39
meet	39
place	39
influence	39
pay	39
culture	39
korean	39
contacts	39
innovation	39
establish	38
used	38
addition	38
view	38
status	38
knowledge	38
she	38
governments	38
products	38
administrative	38
stable	38
where	38
demand	38
soon	38
carrying	38
trust	38
facing	37
much	37
days	37
issued	37
attitude	37
back	37
province	37
groups	37
enterprise	37
consensus	37
st	37
prime	36
middle	36
clearly	36
methods	36
constantly	36
create	36
land	36
hopes	36
enhance	36
stateowned	36
democracy	36
territory	36
regions	36
comprehensive	36
protection	36
prosperity	36
comrade	36
rok	36
entire	35
putin	35
young	35
respect	35
paid	35
funds	35
experience	35
ninth	35
noted	35
took	35
cppcc	35
xinhua	35
longterm	35
industrial	35
unity	35
opportunity	35
go	35
handling	35
workers	35
say	35
links	35
june	35
mainly	34
close	34
extremely	34
improvement	34
core	34
move	34
together	34
qichen	34
my	34
rapid	34
combat	34
contributions	34
center	34
next	34
commission	34
ethnic	34
experts	33
complete	33
missiles	33
successful	33
continued	33
capability	33
socalled	33
company	33
propaganda	33
goal	33
needs	33
committees	33
points	33
learned	33
played	33
maintaining	33
compatriots	33
fourth	33
old	33
troops	33
four	33
principles	33
wu	33
itself	33
clear	33
provided	33
upon	33
sales	33
cold	33
projects	32
opinion	32
relatively	32
case	32
tang	32
factors	32
cases	32
accordance	32
service	32
doing	32
march	32
largescale	32
above	32
based	32
jintao	32
community	32
left	32
maintained	32
officers	32
marxism	32
aircraft	32
deal	31
resolutely	31
show	31
off	31
words	31
plans	31
negotiations	31
sense	31
step	31
conduct	31
improving	31
actively	31
jointly	31
why	31
overseas	31
generation	31
american	31
religious	31
implementing	31
cult	31
reporters	31
provincial	31
area	30
representatives	30
sea	30
mechanism	30
expand	30
peasants	30
grain	30
firmly	30
increased	30
majority	30
criminal	30
kind	30
cities	30
communist	30
brought	29
internet	29
objective	29
macao	29
am	29
network	29
rather	29
iraq	29
thought	29
beginning	29
operation	29
related	29
turn	29
profound	29
actual	29
hand	29
questions	29
emphasized	29
started	29
north	29
european	29
expanding	28
form	28
real	28
october	28
hoped	28
ahead	28
traditional	28
outside	28
stance	28
effectively	28
difficulties	28
raise	28
internal	28
shows	28
challenges	28
currently	28
commercial	28
localities	28
greatly	28
due	28
peninsula	28
korea	28
called	28
others	27
integrity	27
meanwhile	27
export	27
deng	27
tax	27
join	27
amount	27
saying	27
highly	27
gradually	27
increasing	27
deputies	27
april	27
s	27
want	27
entry	27
seek	27
remarks	27
program	27
hongzhi	27
decided	27
command	27
know	27
going	27
effort	27
reality	26
companies	26
immediately	26
xinjiang	26
created	26
began	26
opinions	26
normal	26
healthy	26
practical	26
having	26
repeatedly	26
visiting	26
using	26
stated	26
yet	26
rate	26
services	26
wish	26
interest	26
safeguard	26
safeguarding	26
benefit	26
theoretical	26
particularly	26
get	26
island	26
staff	26
threat	26
ever	26
continuously	26
productive	26
road	26
living	26
caused	26
start	26
laid	26
inspection	26
wars	26
regarding	26
person	26
enemy	25
technical	25
speed	25
kinds	25
changed	25
rapidly	25
increasingly	25
stresses	25
reforms	25
structural	25
moreover	25
morning	25
attack	25
ability	25
terms	25
completely	25
grassroots	25
asiapacific	25
attended	25
expected	25
constitution	25
resolve	25
certainly	25
prospects	25
seriously	25
preparations	25
energy	25
sectors	25
crisis	25
actually	25
went	25
august	25
europe	25
field	25
purpose	24
house	24
late	24
discussion	24
standards	24
february	24
particular	24
becoming	24
studying	24
xiaoping	24
comprehensively	24
adopt	24
quite	24
paper	24
conducting	24
white	24
job	24
think	24
exist	24
closely	24
university	24
aspects	24
implemented	24
properly	24
politics	24
accession	24
uphold	24
came	24
outstanding	24
invitation	24
holding	24
continually	24
around	24
guarantee	24
himself	24
added	24
elements	24
advance	24
duty	24
powell	24
facilities	23
nato	23
reiterated	23
territorial	23
revolution	23
chief	23
says	23
israel	23
concept	23
opposition	23
fine	23
requirement	23
rules	23
short	23
strengthened	23
hightech	23
industries	23
share	23
differences	23
rule	23
too	23
idea	23
strictly	23
grand	23
educational	23
let	23
resolution	23
prc	23
corruption	23
agriculture	23
spiritual	23
vigorously	23
find	23
seen	23
agreed	23
planes	23
thanks	23
confrontation	23
negative	23
nearly	23
really	23
deep	23
historic	23
conducted	23
signed	23
serve	22
rich	22
component	22
markets	22
favorable	22
tremendous	22
court	22
arrived	22
proposed	22
functions	22
strive	22
eu	22
comrades	22
police	22
organized	22
wishes	22
judicial	22
gave	22
population	22
drive	22
received	22
best	22
remain	22
forms	22
welcome	22
throughout	22
lu	22
became	22
antichina	22
lies	22
later	22
look	22
essence	22
manner	22
told	22
attaches	22
press	22
jiaxuan	22
planning	22
looking	22
sinojapanese	22
family	21
launched	21
britain	21
ways	21
students	21
statement	21
behind	21
led	21
afternoon	21
beneficial	21
assistance	21
protect	21
natural	21
income	21
scale	21
allround	21
done	21
initiative	21
momentum	21
county	21
highlevel	21
style	21
deeply	21
across	21
pressure	21
allowed	21
visits	21
civil	21
promoted	21
bureau	21
anniversary	21
circumstances	21
accept	21
border	21
entered	21
concerning	21
evil	21
front	20
electronic	20
published	20
schools	20
eight	20
keep	20
absolutely	20
spokesman	20
attempt	20
direction	20
low	20
guiding	20
matters	20
sound	20
moment	20
specific	20
something	20
scope	20
representative	20
previous	20
protecting	20
guidance	20
final	20
budget	20
readjustment	20
demands	20
existing	20
institutions	20
successfully	20
handle	20
indeed	20
lot	20
americans	20
push	20
september	20
pakistan	20
failed	20
mankind	20
kim	20
campaign	20
senior	20
collective	20
olympic	20
longer	19
though	19
property	19
heavy	19
authority	19
technologies	19
yesterday	19
opposed	19
former	19
upholding	19
abide	19
unit	19
include	19
price	19
precisely	19
passed	19
draft	19
civilization	19
ministers	19
greatest	19
dpp	19
approved	19
efficiency	19
believed	19
content	19
reasons	19
environmental	19
complicated	19
reduce	19
kmt	19
benefits	19
thing	19
founding	19
telecommunications	19
ideas	19
opened	19
warm	19
achieving	19
trip	19
yi	19
insurance	19
communists	19
attending	19
xiamen	19
mass	18
aggression	18
round	18
solve	18
finally	18
british	18
announced	18
labor	18
advantages	18
computer	18
mind	18
besides	18
adjustment	18
capacity	18
directly	18
realizing	18
equal	18
yang	18
pla	18
risks	18
accounting	18
banks	18
private	18
popular	18
urban	18
distribution	18
value	18
oppose	18
meetings	18
discuss	18
broad	18
sent	18
truly	18
firm	18
regards	18
arduous	18
era	18
believes	18
confidence	18
theme	18
procedures	18
eyes	18
money	18
recognize	18
crucial	18
safety	18
equality	18
name	18
run	18
sun	18
establishing	18
seeking	18
cuba	18
zhao	18
january	18
director	18
heads	18
washington	18
deepen	18
exercises	18
test	17
potential	17
poor	17
talk	17
launch	17
liu	17
vitality	17
wife	17
abroad	17
method	17
application	17
palestine	17
enjoy	17
almost	17
stock	17
lack	17
active	17
taxes	17
resolving	17
stress	17
material	17
unification	17
enhancing	17
partnership	17
eastern	17
actions	17
adhere	17
deepening	17
room	17
fight	17
arrangements	17
six	17
principal	17
mission	17
declared	17
lanqing	17
rise	17
stop	17
nor	17
economies	17
prevent	17
base	17
supported	17
investigation	17
intensify	17
challenge	17
sector	17
holds	17
zhou	17
dealing	17
built	17
attached	17
concrete	17
personal	17
ideology	17
persons	17
care	17
express	17
republic	17
agreements	17
navy	17
speaking	17
basically	17
lives	17
letter	17
truth	17
huge	17
enter	17
collision	17
away	16
fulfill	16
return	16
largest	16
talent	16
iran	16
attend	16
background	16
school	16
examination	16
fighting	16
death	16
division	16
wants	16
proven	16
generally	16
shown	16
proposal	16
sessions	16
attach	16
improved	16
bonds	16
rational	16
statistics	16
limited	16
produced	16
please	16
sincerity	16
cadre	16
product	16
fiscal	16
bid	16
bearing	16
supporting	16
showed	16
harm	16
allow	16
separatist	16
occasions	16
freedom	16
presidential	16
class	16
example	16
measure	16
ceremony	16
despite	16
deeds	16
gained	16
months	16
responsibilities	16
african	16
often	16
soldiers	16
leave	16
reported	16
november	16
abm	16
warfare	16
comments	16
alliance	16
restructuring	16
involved	16
partner	16
union	16
analysis	15
vietnam	15
failure	15
gap	15
commander	15
me	15
response	15
provisions	15
respects	15
suffered	15
average	15
wen	15
mao	15
spread	15
strongly	15
goods	15
powers	15
conclusion	15
delivered	15
customs	15
discussed	15
consultations	15
nothing	15
determined	15
balance	15
formulated	15
lead	15
topic	15
ensuring	15
happy	15
participating	15
powerful	15
revealed	15
regarded	15
judging	15
bill	15
revised	15
experiences	15
feel	15
cordial	15
fujian	15
consumption	15
reach	15
parliaments	15
bases	15
stipulations	15
smoothly	15
atmosphere	15
home	15
tibetan	15
discipline	15
ready	15
text	15
ancient	15
town	15
cults	15
supports	15
mutually	15
deployment	15
reconnaissance	15
chile	15
vast	15
promotion	15
type	15
constant	15
nevertheless	15
welcomed	15
disarmament	15
source	15
engaged	15
supreme	15
pursuing	15
participation	15
television	15
consideration	15
linked	15
month	15
live	15
degree	15
committed	15
goals	15
permanent	15
apec	15
won	14
growing	14
africa	14
launching	14
turned	14
site	14
ecological	14
illegal	14
bangzao	14
eventually	14
networks	14
conscientiously	14
earnestly	14
search	14
resolved	14
zedong	14
pacific	14
planned	14
contradictions	14
suggestions	14
numerous	14
excellent	14
g	14
urgent	14
avoid	14
instead	14
choice	14
moving	14
values	14
spoke	14
plenary	14
exports	14
children	14
highest	14
exchanged	14
seven	14
proposals	14
priority	14
generations	14
call	14
provinces	14
represent	14
talking	14
correctly	14
consistently	14
association	14
highquality	14
poverty	14
less	14
worked	14
split	14
expansion	14
finance	14
neither	14
contemporary	14
displayed	14
diplomacy	14
autonomous	14
ordinary	14
innovations	14
engage	14
individual	14
medical	14
impossible	14
annette	14
paying	14
standard	14
annual	14
similar	14
intelligence	14
found	14
condition	14
son	14
chi	14
america	14
battle	14
written	14
kaohsiung	14
apart	14
solid	14
smuggling	14
focused	14
concerted	14
crimes	14
occurred	14
communications	13
essential	13
hence	13
stands	13
treatment	13
steady	13
smooth	13
figure	13
undertakings	13
gain	13
raised	13
conducive	13
sustained	13
respectively	13
millennium	13
thoroughly	13
consider	13
faced	13
revenue	13
enforcement	13
sanctions	13
figures	13
shi	13
manufacturing	13
consistent	13
date	13
ask	13
win	13
grasp	13
sources	13
gone	13
operating	13
unable	13
tests	13
treasury	13
begin	13
women	13
integration	13
marxist	13
doubt	13
senate	13
jianxing	13
transformation	13
fall	13
head	13
everything	13
guide	13
nationalities	13
consolidate	13
raising	13
affect	13
concentrate	13
turning	13
fairly	13
personally	13
independent	13
employment	13
settlement	13
decisions	13
produce	13
drawn	13
respective	13
until	13
executive	13
thailand	13
institute	13
flight	13
movement	13
placed	13
path	13
operational	13
exists	13
warning	13
goodwill	13
fair	13
neighbors	13
station	13
hegemonism	13
palestinian	13
mr	13
approval	13
frequent	13
hands	13
arats	13
coordination	13
required	13
landing	13
experienced	13
known	13
ruling	13
continuing	13
post	13
evening	13
northsouth	13
orientation	13
extensive	13
activity	13
german	13
seize	13
body	13
eliminate	13
coal	13
losses	13
require	13
briefed	13
france	13
greetings	12
victory	12
bank	12
participants	12
surely	12
prior	12
target	12
governing	12
encourage	12
entitled	12
starting	12
charge	12
engaging	12
joining	12
drawing	12
arrested	12
learn	12
rely	12
supply	12
assets	12
stationed	12
totally	12
tradition	12
intention	12
accepted	12
mechanisms	12
per	12
account	12
enjoys	12
openly	12
unified	12
contents	12
obviously	12
involving	12
belief	12
regular	12
continuous	12
extended	12
bringing	12
hainan	12
speeding	12
targets	12
original	12
entering	12
bound	12
indepth	12
submarines	12
makes	12
putting	12
focus	12
guard	12
solving	12
dalai	12
republican	12
declaration	12
commerce	12
debt	12
huang	12
contact	12
effect	12
tell	12
adapt	12
preferential	12
elected	12
followers	12
crack	12
excellency	12
satisfaction	12
aspect	12
weak	12
reflected	12
interview	12
't	12
lessons	12
variety	12
phenomena	12
claimed	12
politicians	12
oil	12
expression	12
posts	12
airport	12
everyone	12
providing	12
presented	12
worldwide	12
zone	12
revolutionary	12
signing	12
artillery	12
coming	12
proper	12
p	12
event	12
embassy	12
calls	12
expanded	12
duties	12
laos	12
light	12
december	12
repeated	11
send	11
features	11
renminbi	11
defend	11
wanted	11
man	11
articles	11
demonstrated	11
conflict	11
remove	11
sincerely	11
term	11
shares	11
securities	11
albright	11
proved	11
described	11
situations	11
definitely	11
book	11
participate	11
opposing	11
winning	11
resource	11
output	11
imperative	11
comes	11
costs	11
otherwise	11
trends	11
contrary	11
shenzhen	11
legitimate	11
academy	11
sciences	11
approach	11
moves	11
exactly	11
appointed	11
pattern	11
subject	11
grow	11
feeling	11
car	11
follow	11
least	11
accelerate	11
ruihuan	11
ye	11
prove	11
realized	11
aroused	11
framework	11
realization	11
nationwide	11
jia	11
resist	11
prominent	11
true	11
parts	11
studies	11
vigilance	11
tourism	11
creating	11
complex	11
reporting	11
word	11
guideline	11
bad	11
acts	11
mother	11
strike	11
coastal	11
kosovo	11
ourselves	11
originally	11
kuomintang	11
assembly	11
enhanced	11
farmers	11
unprecedented	11
men	11
answer	11
urgency	11
mentioned	11
significant	11
israeli	11
trouble	11
civilian	11
trying	11
feelings	11
ambassador	11
save	11
moral	11
transfer	11
expert	11
minority	11
ended	11
honor	11
pursue	11
farm	11
integrated	11
remains	11
obvious	11
qiyue	11
enable	11
lost	11
request	11
overcome	11
frequently	11
mayor	11
publicity	11
giving	11
marriage	11
dangerous	11
haotian	11
favor	11
criticized	11
appropriate	11
driving	11
proceed	11
peasant	11
rescue	11
crew	11
rightwing	11
returned	11
worried	11
thanked	11
pilot	11
george	11
settling	10
yearold	10
song	10
age	10
completed	10
belong	10
rest	10
extent	10
sell	10
spring	10
volume	10
contribution	10
crime	10
jiabao	10
affecting	10
xu	10
constructive	10
advancing	10
residents	10
quickly	10
helped	10
attempts	10
scene	10
praised	10
felt	10
free	10
restrictions	10
foreignfunded	10
criminals	10
ideals	10
advocated	10
begun	10
agenda	10
seminar	10
gdp	10
model	10
tian	10
entirely	10
angle	10
documents	10
replied	10
compared	10
zhejiang	10
aspiration	10
showing	10
zeng	10
competitiveness	10
absolute	10
upheld	10
lower	10
likely	10
sar	10
interfere	10
perfect	10
takes	10
amended	10
below	10
liberation	10
tenth	10
reforming	10
anyone	10
perform	10
purchase	10
straits	10
minds	10
practices	10
playing	10
pntr	10
businessmen	10
statements	10
scholars	10
citizens	10
draw	10
teachers	10
affected	10
learning	10
indian	10
journalists	10
yuxi	10
composed	10
formed	10
germany	10
deploy	10
conflicts	10
emerged	10
try	10
widespread	10
developments	10
headway	10
dialogues	10
instance	10
warmly	10
relying	10
worth	10
answered	10
patriotic	10
utilization	10
hosted	10
welcoming	10
glorious	10
top	10
thorough	10
latest	10
entourage	10
closed	10
tension	10
sincere	10
theories	10
weaponry	10
easily	10
sum	10
organ	10
pace	10
marked	10
fierce	10
universities	10
consultation	10
macroeconomic	10
sending	10
reducing	10
agree	10
emphasize	10
mobilization	10
message	10
exploration	10
industrialization	10
closer	10
review	10
syria	10
guo	10
treaties	10
existence	10
guests	10
downtoearth	10
numbers	10
survey	10
channels	10
record	10
resume	10
wage	10
colleges	10
airspace	10
impression	10
games	10
chrts	10
singapore	10
formulating	10
asean	10
newly	10
helping	9
square	9
external	9
watch	9
range	9
appraisal	9
indignation	9
guidelines	9
setting	9
handled	9
guangdong	9
adherence	9
ribao	9
primary	9
reflect	9
sinorussian	9
race	9
consequences	9
succeed	9
humanitarian	9
emphatically	9
train	9
investors	9
shortage	9
regulation	9
timely	9
sensitive	9
mexico	9
introduced	9
fleet	9
witnessed	9
tactics	9
earlier	9
successes	9
abolished	9
older	9
stronger	9
creativity	9
wisdom	9
reaction	9
element	9
hidden	9
forth	9
decades	9
sacred	9
careful	9
trillion	9
predicted	9
cruise	9
expenditures	9
exceeded	9
returning	9
anticorruption	9
splittist	9
interfering	9
running	9
document	9
universal	9
legislative	9
strict	9
managing	9
scheduled	9
discussions	9
inside	9
tackle	9
charges	9
imposed	9
resolute	9
disputes	9
manage	9
rejuvenation	9
jobs	9
selected	9
link	9
exposed	9
board	9
principled	9
conveyed	9
works	9
contract	9
mentality	9
near	9
village	9
newspaper	9
desire	9
enthusiasm	9
ii	9
wrong	9
corrupt	9
phenomenon	9
township	9
surveillance	9
attain	9
sorts	9
recognized	9
reconciliation	9
difficulty	9
briefing	9
ownership	9
cheng	9
damage	9
might	9
yu	9
danger	9
characteristic	9
typical	9
fighter	9
incidents	9
heard	9
adhering	9
ground	9
performance	9
chongil	9
heretical	9
northern	9
breakthroughs	9
jun	9
accident	9
studied	9
aid	9
examples	9
fu	9
health	9
accomplishing	9
refuse	9
cracking	9
urged	9
frank	9
fruitful	9
mountains	9
monitoring	9
listed	9
trial	9
regiment	9
parents	9
dead	9
perspective	9
followed	9
stopped	9
night	9
reception	9
koizumi	9
surplus	8
acting	8
federation	8
dignity	8
multilateral	8
preparatory	8
hit	8
moved	8
alone	8
emphasis	8
renmin	8
tried	8
ships	8
narcotics	8
host	8
instructions	8
lines	8
changing	8
fixed	8
burden	8
positions	8
namely	8
towards	8
communiques	8
apply	8
assume	8
rare	8
remarkable	8
precondition	8
phase	8
turns	8
percentage	8
increases	8
cost	8
latter	8
rose	8
mediumsized	8
luo	8
intervention	8
splitting	8
pillar	8
preserving	8
considered	8
blair	8
families	8
outlook	8
violent	8
programs	8
merely	8
virtual	8
section	8
steps	8
orderly	8
pressing	8
infrastructure	8
investments	8
intensified	8
understood	8
determines	8
capable	8
serving	8
river	8
cao	8
personages	8
organizational	8
existed	8
formulate	8
mean	8
sustainable	8
vote	8
requires	8
focal	8
interference	8
motions	8
farreaching	8
accelerating	8
getting	8
awareness	8
blood	8
pushing	8
fire	8
onto	8
door	8
team	8
aimed	8
additional	8
auditing	8
coast	8
parliament	8
lose	8
observe	8
backward	8
settled	8
prerequisite	8
forget	8
plays	8
stepping	8
fifth	8
practicing	8
cabinet	8
located	8
surface	8
sixth	8
stick	8
obtained	8
forced	8
card	8
corporation	8
persistently	8
appreciation	8
effectiveness	8
appeared	8
reserves	8
antiballistic	8
goodneighborly	8
vital	8
counties	8
spending	8
destruction	8
taxation	8
seems	8
tons	8
enormous	8
concerns	8
fresh	8
shen	8
afraid	8
double	8
arafat	8
federal	8
effects	8
devoted	8
pursued	8
justice	8
banquet	8
endeavor	8
bear	8
concluded	8
goes	8
naval	8
pollution	8
accomplished	8
reserve	8
reflects	8
character	8
rivers	8
function	8
ultimately	8
informationization	8
biggest	8
radio	8
peacekeeping	8
continuation	8
aviation	8
replace	8
coexistence	8
satisfied	8
objectives	8
sichuan	8
tokyo	8
shift	8
released	8
thereby	8
vehicles	8
obtain	8
encountered	8
urbanization	8
wartime	8
superiority	8
choose	8
minutes	8
warships	8
partners	8
amendment	8
ukraine	8
knows	8
yongtu	8
pursuit	8
autonomy	8
red	8
vigorous	8
depth	8
tung	8
underground	8
summer	8
regime	8
courts	8
belarus	8
rising	8
shrine	8
submarine	8
destroyers	8
willingness	8
york	8
arab	8
friends	8
institutional	8
neighboring	8
feudal	8
satellite	8
municipal	8
mode	8
determine	8
acknowledge	8
malta	8
exhibition	8
design	7
reversion	7
master	7
respected	7
unless	7
hardly	7
varieties	7
attracted	7
refused	7
looked	7
talked	7
assigned	7
expectations	7
fell	7
expressing	7
port	7
love	7
guided	7
equipped	7
note	7
speaks	7
expenditure	7
reunifying	7
minimum	7
coordinated	7
regulatory	7
fashion	7
accelerated	7
presided	7
rally	7
twostate	7
separate	7
guangzhou	7
dispatched	7
release	7
southeast	7
affirmed	7
consumer	7
twists	7
data	7
cited	7
denghui	7
pledged	7
break	7
remained	7
fund	7
probably	7
pleased	7
mobilize	7
single	7
exclusive	7
born	7
joined	7
tv	7
profits	7
ch	7
'en	7
critical	7
select	7
winwin	7
undoubtedly	7
steadily	7
unique	7
exert	7
utmost	7
joins	7
ongoing	7
periods	7
deficit	7
combined	7
relies	7
boost	7
beautiful	7
shaanxi	7
expounded	7
valuable	7
included	7
simply	7
promises	7
survival	7
observed	7
shared	7
owing	7
internationally	7
protectionism	7
skills	7
grasping	7
divided	7
energetically	7
adhered	7
inevitably	7
weaken	7
dispute	7
discussing	7
congressmen	7
granting	7
game	7
provides	7
explore	7
advantage	7
unemployed	7
friend	7
formal	7
proud	7
protests	7
hegemonist	7
identical	7
premise	7
editorial	7
criticism	7
pool	7
online	7
transform	7
integrating	7
amid	7
delegates	7
islands	7
guarantees	7
millions	7
motion	7
designated	7
casualties	7
optical	7
initial	7
italy	7
teaching	7
gas	7
ban	7
stubborn	7
chinaus	7
hours	7
district	7
demonstration	7
bangguo	7
de	7
prices	7
promise	7
resulted	7
bombing	7
gang	7
prosperous	7
competitive	7
satisfactory	7
false	7
lesson	7
religion	7
dream	7
easy	7
heartfelt	7
scored	7
precious	7
congratulations	7
collection	7
concepts	7
conviction	7
individuals	7
disasters	7
mainstream	7
hearing	7
symposium	7
dozens	7
star	7
violating	7
controlling	7
extend	7
selection	7
cultivation	7
everybody	7
uses	7
depending	7
battlefield	7
fulfillment	7
striving	7
publication	7
shandong	7
accused	7
disaster	7
attacks	7
mention	7
keeping	7
moscow	7
anything	7
conservative	7
countermeasures	7
threatened	7
remark	7
tough	7
sef	7
struggles	7
normalization	7
disclosed	7
fuzhou	7
calm	7
happened	7
factor	7
zxs	7
traffic	7
lasting	7
mobile	7
birth	7
piece	7
killed	7
proceeding	7
analysts	7
vision	7
flights	7
realistic	7
fundamentally	7
degrees	7
input	7
undertaking	7
capabilities	7
professional	7
aspirations	7
unremitting	7
decisive	7
younger	7
affair	7
hsieh	7
undergone	7
towns	7
punished	7
upgrading	7
satellites	7
jul	7
immediate	7
little	7
undermine	7
drought	7
furthermore	7
funding	7
indonesia	7
suddenly	7
carrier	7
thousands	7
vigor	7
yasukuni	7
explained	7
loans	7
deployed	7
guam	7
indicates	7
convey	7
entrepreneurs	7
accompanied	7
brilliant	7
cambodia	7
tour	7
lien	7
nationals	7
asem	7
commitments	7
ecommerce	7
severe	7
iraqi	7
fighters	7
mine	7
allies	7
rumsfeld	7
w	7
interviewed	7
image	7
protocol	7
food	6
gathered	6
hall	6
circulation	6
spent	6
wise	6
initially	6
wealth	6
week	6
depend	6
preserve	6
monopoly	6
score	6
nine	6
grew	6
stimulating	6
outer	6
attract	6
stressing	6
grave	6
import	6
feb	6
fee	6
